"State","County","Facility","Provider Type","Update","Positive Residents","Positive Residents Transferred","Positive Staff"
"Florida","Pinellas","GRAND VILLA OF CLEARWATER","ALF","6/14/2020","0","0","1"
"Florida","Pinellas","GRAND VILLA OF PINELLAS PARK","ALF","6/14/2020","0","0","3"
"Florida","Pinellas","GRAND VILLA OF ST PETERSBURG","ALF","6/14/2020","0","15","5"
"Florida","Pinellas","GULF SHORE CARE CENTER","NH","6/14/2020","34","24","28"
"Florida","Pinellas","GULFPORT REHABILITATION CENTER","NH","6/14/2020","0","0","1"
"Florida","Pinellas","HARBOURWOOD CARE CENTER","NH","6/14/2020","0","0","1"
"Florida","Pinellas","HEALTH AND REHABILITATION CENTRE AT DOLPHINS VIEW","NH","6/14/2020","0","5","5"
"Florida","Pinellas","HERON HOUSE OF LARGO","ALF","6/13/2020","0","0","2"
"Florida","Pinellas","HIGHLAND PINES REHABILITATION CENTER","NH","6/14/2020","0","0","1"
"Florida","Pinellas","INN AT FREEDOM SQUARE (THE)","ALF","6/14/2020","0","2","1"
"Florida","Pinellas","INN AT LAKE SEMINOLE SQUARE (THE)","ALF","6/12/2020","0","3","0"
"Florida","Pinellas","INN AT THE FOUNTAINS","ALF","6/13/2020","0","1","1"
"Florida","Pinellas","JACARANDA MANOR","NH","6/12/2020","0","0","3"
"Florida","Pinellas","KR AT COLLEGE HARBOR","NH","6/14/2020","0","1","0"
"Florida","Pinellas","LAKESIDE OAKS CARE CENTER","NH","6/14/2020","0","0","2"
"Florida","Pinellas","LAURELLWOOD CARE CENTER","NH","6/14/2020","0","0","1"
"Florida","Pinellas","LEXINGTON HEALTH AND REHABILITATION CENTER","NH","6/14/2020","0","0","3"
"Florida","Pinellas","MARION AND BERNARD L SAMSON NURSING CENTER","NH","6/14/2020","1","0","5"
"Florida","Pinellas","MASONIC HOME OF FLORIDA","NH","6/12/2020","0","0","1"
"Florida","Pinellas","NEURORESTORATIVE FLORIDA","ALF","6/14/2020","0","0","1"
"Florida","Pinellas","NORTH REHABILITATION CENTER","NH","6/14/2020","5","1","9"
"Florida","Pinellas","OAK MANOR HEALTHCARE & REHABILITATION CENTER","NH","6/14/2020","1","0","2"
"Florida","Pinellas","OAKS OF CLEARWATER, THE","ALF","6/14/2020","0","0","1"
"Florida","Pinellas","PALM GARDEN OF LARGO","NH","6/14/2020","0","3","0"
"Florida","Pinellas","PATRICK MANOR INC","ALF","6/12/2020","1","9","0"
"Florida","Pinellas","PENINSULA CARE AND REHABILITATION CENTER","NH","6/14/2020","0","0","1"
"Florida","Pinellas","PINELLAS POINT NURSING AND REHAB CENTER","NH","6/14/2020","0","0","1"
"Florida","Pinellas","REGAL PALMS","ALF","6/12/2020","0","1","0"
"Florida","Pinellas","RES-CARE FLORIDA, INC.","ICF","6/14/2020","0","0","1"
"Florida","Pinellas","SABAL PALMS HEALTH CARE CENTER","NH","6/14/2020","2","1","3"
"Florida","Pinellas","SEASONS BELLEAIR","ALF","6/14/2020","1","1","2"
"Florida","Pinellas","SEASONS LARGO","ALF","6/14/2020","2","0","2"
"Florida","Pinellas","SEMINOLE PAVILION HEALTH CENTER","NH","6/14/2020","0","50","5"
"Florida","Pinellas","SHORE ACRES CARE CENTER","NH","6/14/2020","0","0","3"
"Florida","Pinellas","SOUTH HERITAGE HEALTH & REHABILITATION CENTER","NH","6/14/2020","0","0","3"
"Florida","Pinellas","ST MARK VILLAGE INC","ALF","6/14/2020","0","0","2"
"Florida","Pinellas","ST PETERSBURG NURSING & REHABILITATION","NH","6/14/2020","44","1","31"
"Florida","Pinellas","ST. MARK VILLAGE","NH","6/14/2020","0","1","13"
"Florida","Pinellas","SUNSET HARBOR ASSISTED LIVING","ALF","6/14/2020","0","0","1"
"Florida","Pinellas","SUNSET POINT","NH","6/14/2020","0","0","1"
"Florida","Pinellas","TARPON BAYOU CENTER","NH","6/14/2020","0","0","1"
"Florida","Pinellas","THE PRESERVE AT CLEARWATER","ALF","6/14/2020","0","0","1"
"Florida","Pinellas","TOBY WEINMAN ASSISTED LIVING RESIDENCE AT MENORAH MANOR","ALF","6/14/2020","0","0","1"
"Florida","Pinellas","WALTON PLACE","ALF","6/14/2020","0","0","1"
"Florida","Pinellas","WEST BAY OF TAMPA","NH","6/14/2020","0","1","0"
"Florida","Pinellas","WESTMINSTER PALMS","ALF","6/14/2020","0","0","2"
"Florida","Pinellas","WESTMINSTER SHORES INC","ALF","6/14/2020","0","0","1"
"Florida","Pinellas","WRIGHTS HEALTHCARE AND REHABILITATION CENTER","NH","6/14/2020","0","0","1"
"Florida","Polk","ASTORIA HEALTH AND REHABILITATION CENTER","NH","6/14/2020","0","0","1"
"Florida","Polk","BRANDYWYNE HEALTH CARE CENTER","NH","6/14/2020","19","9","17"
"Florida","Polk","CONSULATE HEALTH CARE OF LAKELAND","NH","6/14/2020","9","12","3"
"Florida","Polk","FLORIDA PRESBYTERIAN HOMES INC","NH","6/14/2020","0","0","1"
"Florida","Polk","GRACE MANOR AT LAKE MORTON, LLC","ALF","6/13/2020","0","31","1"
"Florida","Polk","HIGHLANDS LAKE CENTER","NH","6/14/2020","0","64","26"
"Florida","Polk","LAKELAND HILLS CENTER","NH","6/14/2020","28","23","8"
"Florida","Polk","OAKBRIDGE HEALTHCARE CENTER","NH","6/14/2020","56","0","0"
"Florida","Polk","PALM GARDEN OF WINTER HAVEN","NH","6/14/2020","2","6","2"
"Florida","Polk","SPRING LAKE REHABILITATION CENTER","NH","6/14/2020","0","0","1"
"Florida","Polk","THE MANOR AT LAKE MORTON, LLC","ALF","6/13/2020","0","4","0"
"Florida","Polk","WINTER HAVEN HEALTH AND REHABILITATION CENTER","NH","6/14/2020","1","0","1"
"Florida","Putnam","SOLARIS HEALTHCARE PALATKA","NH","6/14/2020","0","2","2"
"Florida","Putnam","VINTAGE CARE SENIOR HOUSING","ALF","6/14/2020","0","0","1"
"Florida","Santa Rosa","NAVARRE GARDENS ASSISTED LIVING FACILITY","ALF","6/13/2020","1","0","0"
"Florida","Santa Rosa","THE BEACON AT GULF BREEZE","ALF","6/14/2020","0","0","1"
"Florida","Santa Rosa","THE WATERMARK OF GULF BREEZE","ALF","6/13/2020","0","0","2"
"Florida","Santa Rosa","VICTORIAN MANOR RETIREMENT CENTER INC","ALF","6/14/2020","1","0","0"
"Florida","Sarasota","ANGELS SENIOR LIVING AT SARASOTA","ALF","6/14/2020","0","9","2"
"Florida","Sarasota","BROOKDALE DEER CREEK SARASOTA","ALF","6/14/2020","0","8","0"
"Florida","Sarasota","BROOKDALE PALMER RANCH","ALF","6/14/2020","0","0","3"
"Florida","Sarasota","CONSULATE HEALTH CARE OF SARASOTA","NH","6/14/2020","0","1","0"
"Florida","Sarasota","DESOTO PALMS LLC","ALF","6/14/2020","0","0","1"
"Florida","Sarasota","ELMCROFT OF BELLA VITA","ALF","6/13/2020","2","2","3"
"Florida","Sarasota","HARBORCHASE OF SARASOTA","ALF","6/12/2020","2","0","1"
"Florida","Sarasota","HARBORCHASE OF VENICE","ALF","6/14/2020","0","1","0"
"Florida","Sarasota","HEARTLAND HEALTH CARE & REHABILITATION CENTER","NH","6/13/2020","0","0","3"
"Florida","Sarasota","LIANA OF VENICE","ALF","6/14/2020","1","0","1"
"Florida","Sarasota","MANGO PLACE","ALF","6/13/2020","0","0","1"
"Florida","Sarasota","MANORCARE HEALTH SERVICES SARASOTA","NH","6/14/2020","0","0","1"
"Florida","Sarasota","NORTH PORT REHABILITATION AND NURSING CENTER","NH","6/14/2020","0","0","1"
"Florida","Sarasota","PINES OF SARASOTA","NH","6/14/2020","1","1","0"
"Florida","Sarasota","POET'S WALK SARASOTA","ALF","6/14/2020","0","0","1"
"Florida","Sarasota","SARASOTA POINT REHABILITATION CENTER","NH","6/14/2020","0","13","0"
"Florida","Sarasota","SPRINGS AT LAKE POINTE WOODS","NH","6/14/2020","0","6","2"
"Florida","Sarasota","SUNNYSIDE NURSING HOME","NH","6/14/2020","0","1","0"
"Florida","Sarasota","TARPON POINT NURSING AND REHABILITATION CENTER","NH","6/12/2020","6","1","6"
"Florida","Sarasota","THE FOUNTAINS AT LAKE POINTE WOODS","ALF","6/14/2020","0","0","1"
"Florida","Sarasota","THE FOUNTAINS OF HOPE","ALF","6/12/2020","1","7","1"
"Florida","Sarasota","THE SPRINGS AT SOUTH BISCAYNE","ALF","6/14/2020","0","1","0"
"Florida","Seminole","BROOKDALE LAKE MARY","ALF","6/14/2020","0","0","1"
"Florida","Seminole","BROOKDALE LAKE ORIENTA","ALF","6/14/2020","0","1","0"
"Florida","Seminole","CONSULATE HEALTH CARE AT WEST ALTAMONTE","NH","6/14/2020","2","0","0"
"Florida","Seminole","EASTBROOKE GARDENS","ALF","6/12/2020","1","1","1"
"Florida","Seminole","ENTRUSTED CARE LLC","ALF","6/14/2020","0","0","1"
"Florida","Seminole","GRACIOUS AGE","ALF","6/14/2020","0","0","2"
"Florida","Seminole","HSRE-ASL CASSELBERRY TRS LLC","ALF","6/12/2020","3","0","3"
"Florida","Seminole","MADISON AT OVIEDO","ALF","6/12/2020","1","0","1"
"Florida","Seminole","STRIVE AT FERN PARK","ALF","6/14/2020","0","0","1"
"Florida","Seminole","TUSKAWILLA NURSING AND REHAB CENTER","NH","6/14/2020","0","1","0"
"Florida","St. Johns","PONCE THERAPY CARE CENTER, THE","NH","6/14/2020","2","0","2"
"Florida","St. Johns","SILVER CREEK ST AUGUSTINE LLC","ALF","6/14/2020","0","0","1"
"Florida","St. Johns","ST AUGUSTINE HEALTH AND REHABILITATION CENTER","NH","6/14/2020","0","0","1"
"Florida","St. Lucie","AURORA OF THE TREASURE COAST","ALF","6/14/2020","0","0","1"
"Florida","St. Lucie","EMERALD HEALTH CARE CENTER","NH","6/14/2020","1","6","2"
"Florida","St. Lucie","LIFE CARE CENTER OF PORT ST. LUCIE","NH","6/14/2020","27","0","6"
"Florida","St. Lucie","PALM GARDEN OF PORT ST. LUCIE","NH","6/14/2020","0","2","1"
"Florida","St. Lucie","PORT ST. LUCIE REHABILITATION AND HEALTHCARE","NH","6/13/2020","0","0","1"
"Florida","St. Lucie","SANDGATE GARDENS REHAB AND NURSING CENTER","NH","6/14/2020","0","0","1"
"Florida","St. Lucie","THE BROADMOOR ALF","ALF","6/14/2020","0","11","6"
"Florida","St. Lucie","VITALITY RESORT ALF LLC","ALF","6/14/2020","0","0","1"
"Florida","St. Lucie","VITALITY STAR RESORT ALF LLC","ALF","6/14/2020","3","0","2"
"Florida","St. Lucie","WATERCREST OF ST LUCIE WEST ASSISTED LIVING AND MEMORY CARE","ALF","6/14/2020","2","2","1"
"Florida","Sumter","BUFFALO CROSSING HEALTHCARE AND REHABILITATION CENTER","NH","6/14/2020","0","1","7"
"Florida","Sumter","SUMTER PLACE IN THE VILLAGES","ALF","6/13/2020","0","0","1"
"Florida","Suwannee","SUWANNEE HEALTH AND REHABILITATION CENTER","NH","6/14/2020","7","33","1"
"Florida","Volusia","ALLIANCE HEALTH AND REHABILITATION CENTER","NH","6/14/2020","0","0","1"
"Florida","Volusia","AVANTE AT ORMOND BEACH, INC","NH","6/14/2020","0","0","3"
"Florida","Volusia","BISHOP'S GLEN RETIREMENT CENTER","ALF","6/14/2020","8","0","8"
"Florida","Volusia","BROOKDALE ORMOND BEACH WEST","ALF","6/13/2020","0","1","4"
"Florida","Volusia","CERTUS OC OPCO, LLC","ALF","6/13/2020","0","0","1"
"Florida","Volusia","COQUINA CENTER","NH","6/14/2020","0","41","14"
"Florida","Volusia","DEBARY HEALTH AND REHABILITATION CENTER","NH","6/14/2020","0","0","3"
"Florida","Volusia","DELTONA HEALTH CARE","NH","6/14/2020","0","2","0"
"Florida","Volusia","EMORY L BENNETT MEMORIAL VETERANS NURSING HOME","NH","6/14/2020","0","0","2"
"Florida","Volusia","GARDENS HEALTH & REHABILITATION CENTER, THE","NH","6/14/2020","0","0","1"
"Florida","Volusia","INDIGO MANOR","NH","6/14/2020","0","0","3"
"Florida","Volusia","MAGNOLIA MANOR AT DAYTONA BEACH, LLC","ALF","6/12/2020","0","0","1"
"Florida","Volusia","ORANGE CITY NURSING AND REHAB CENTER","NH","6/14/2020","1","0","2"
"Florida","Volusia","ORMOND IN THE PINES","ALF","6/13/2020","0","0","1"
"Florida","Volusia","WOODLAND TOWERS","ALF","6/14/2020","1","0","1"
"Florida","Walton","CHAUTAUQUA REHABILITATION AND NURSING CENTER","NH","6/13/2020","30","0","30"
"Florida","Washington","WASHINGTON REHABILITATION AND NURSING CENTER","NH","6/14/2020","44","1","20"
