"State","County","Facility","Provider Type","Update","Positive Residents","Positive Residents Transferred","Positive Staff"
"Florida","PINELLAS","BAY POINTE NURSING PAVILION","NH","6/13/2020","0","0","4"
"Florida","PINELLAS","BAY TREE CENTER","NH","6/13/2020","2","2","2"
"Florida","PINELLAS","BAYSIDE CARE CENTER","NH","6/12/2020","0","0","3"
"Florida","PINELLAS","BAYTREE LAKESIDE","ALF","6/13/2020","0","0","1"
"Florida","PINELLAS","BLOOM AT ST PETERSBURG","ALF","6/13/2020","0","0","1"
"Florida","PINELLAS","BON SECOURS MARIA MANOR NURSING CARE CENTER","NH","6/13/2020","11","13","9"
"Florida","PINELLAS","BON SECOURS PLACE AT ST PETERSBURG","ALF","6/13/2020","0","0","3"
"Florida","PINELLAS","BRENTWOOD SENIOR LIVING AT ST PETE","ALF","6/13/2020","0","0","1"
"Florida","PINELLAS","BROOKDALE TARPON SPRINGS","ALF","6/12/2020","0","0","1"
"Florida","PINELLAS","BUTTERFLY MANOR ASSISTED LIVING FACILITY (THE)","ALF","6/13/2020","0","1","0"
"Florida","PINELLAS","CARE CENTER AT PINELLAS PARK, THE","NH","6/13/2020","0","0","2"
"Florida","PINELLAS","CARRINGTON PLACE OF ST PETE","NH","6/12/2020","25","8","0"
"Florida","PINELLAS","CONSULATE HEALTH CARE OF ST PETERSBURG","NH","6/13/2020","0","0","3"
"Florida","PINELLAS","EAST BAY REHABILITATION CENTER","NH","6/13/2020","0","0","3"
"Florida","PINELLAS","EGRET COVE CENTER","NH","6/13/2020","0","1","0"
"Florida","PINELLAS","FREEDOM SQUARE HEALTH CARE CENTER","NH","6/13/2020","0","14","11"
"Florida","PINELLAS","GLEN OAKS HEALTH AND REHABILITATION CENTER","NH","6/12/2020","0","0","4"
"Florida","PINELLAS","GRAND VILLA OF CLEARWATER","ALF","6/13/2020","0","0","1"
"Florida","PINELLAS","GRAND VILLA OF PINELLAS PARK","ALF","6/13/2020","0","0","3"
"Florida","PINELLAS","GRAND VILLA OF ST PETERSBURG","ALF","6/13/2020","0","1","5"
"Florida","PINELLAS","GULF SHORE CARE CENTER","NH","6/13/2020","34","24","28"
"Florida","PINELLAS","GULFPORT REHABILITATION CENTER","NH","6/13/2020","0","0","1"
"Florida","PINELLAS","HARBOURWOOD CARE CENTER","NH","6/13/2020","0","0","1"
"Florida","PINELLAS","HEALTH AND REHABILITATION CENTRE AT DOLPHINS VIEW","NH","6/13/2020","0","7","5"
"Florida","PINELLAS","HERON HOUSE OF LARGO","ALF","6/13/2020","0","0","2"
"Florida","PINELLAS","HIGHLAND PINES REHABILITATION CENTER","NH","6/13/2020","0","0","1"
"Florida","PINELLAS","INN AT FREEDOM SQUARE (THE)","ALF","6/13/2020","0","2","1"
"Florida","PINELLAS","INN AT LAKE SEMINOLE SQUARE (THE)","ALF","6/12/2020","0","3","0"
"Florida","PINELLAS","INN AT THE FOUNTAINS","ALF","6/13/2020","0","1","1"
"Florida","PINELLAS","JACARANDA MANOR","NH","6/12/2020","0","0","3"
"Florida","PINELLAS","KR AT COLLEGE HARBOR","NH","6/12/2020","0","1","0"
"Florida","PINELLAS","LAKESIDE OAKS CARE CENTER","NH","6/13/2020","0","0","2"
"Florida","PINELLAS","LAURELLWOOD CARE CENTER","NH","6/13/2020","0","0","1"
"Florida","PINELLAS","MARION AND BERNARD L SAMSON NURSING CENTER","NH","6/13/2020","1","0","6"
"Florida","PINELLAS","MASONIC HOME OF FLORIDA","NH","6/12/2020","0","0","1"
"Florida","PINELLAS","NEURORESTORATIVE FLORIDA","ALF","6/13/2020","0","0","1"
"Florida","PINELLAS","NORTH REHABILITATION CENTER","NH","6/13/2020","5","1","9"
"Florida","PINELLAS","OAK MANOR HEALTHCARE & REHABILITATION CENTER","NH","6/13/2020","0","0","2"
"Florida","PINELLAS","OAKS OF CLEARWATER, THE","ALF","6/13/2020","0","0","1"
"Florida","PINELLAS","PALM GARDEN OF LARGO","NH","6/13/2020","0","2","0"
"Florida","PINELLAS","PATRICK MANOR INC","ALF","6/12/2020","1","9","0"
"Florida","PINELLAS","PENINSULA CARE AND REHABILITATION CENTER","NH","6/13/2020","0","0","1"
"Florida","PINELLAS","PINELLAS POINT NURSING AND REHAB CENTER","NH","6/13/2020","0","0","1"
"Florida","PINELLAS","REGAL PALMS","ALF","6/12/2020","0","1","0"
"Florida","PINELLAS","SABAL PALMS HEALTH CARE CENTER","NH","6/13/2020","2","1","2"
"Florida","PINELLAS","SEASONS BELLEAIR","ALF","6/13/2020","1","1","2"
"Florida","PINELLAS","SEASONS LARGO","ALF","6/13/2020","2","0","2"
"Florida","PINELLAS","SEMINOLE PAVILION HEALTH CENTER","NH","6/13/2020","0","50","5"
"Florida","PINELLAS","SHORE ACRES CARE CENTER","NH","6/13/2020","0","0","2"
"Florida","PINELLAS","SOUTH HERITAGE HEALTH & REHABILITATION CENTER","NH","6/13/2020","0","0","3"
"Florida","PINELLAS","ST MARK VILLAGE INC","ALF","6/13/2020","0","0","2"
"Florida","PINELLAS","ST PETERSBURG NURSING & REHABILITATION","NH","6/13/2020","44","1","31"
"Florida","PINELLAS","ST. MARK VILLAGE","NH","6/13/2020","0","12","13"
"Florida","PINELLAS","SUNSET HARBOR ASSISTED LIVING","ALF","6/13/2020","0","0","1"
"Florida","PINELLAS","SUNSET POINT","NH","6/13/2020","1","0","1"
"Florida","PINELLAS","TARPON BAYOU CENTER","NH","6/13/2020","0","0","1"
"Florida","PINELLAS","THE PRESERVE AT CLEARWATER","ALF","6/13/2020","0","0","1"
"Florida","PINELLAS","TOBY WEINMAN ASSISTED LIVING RESIDENCE AT MENORAH MANOR","ALF","6/13/2020","0","0","1"
"Florida","PINELLAS","WALTON PLACE","ALF","6/13/2020","0","0","1"
"Florida","PINELLAS","WEST BAY OF TAMPA","NH","6/13/2020","0","1","0"
"Florida","PINELLAS","WRIGHTS HEALTHCARE AND REHABILITATION CENTER","NH","6/12/2020","0","0","1"
"Florida","POLK","ASTORIA HEALTH AND REHABILITATION CENTER","NH","6/13/2020","0","0","1"
"Florida","POLK","BRANDYWYNE HEALTH CARE CENTER","NH","6/13/2020","19","9","17"
"Florida","POLK","CONSULATE HEALTH CARE OF LAKELAND","NH","6/13/2020","9","12","3"
"Florida","POLK","FLORIDA PRESBYTERIAN HOMES INC","NH","6/13/2020","0","0","1"
"Florida","POLK","GRACE MANOR AT LAKE MORTON, LLC","ALF","6/13/2020","0","31","1"
"Florida","POLK","HIGHLANDS LAKE CENTER","NH","6/12/2020","0","67","26"
"Florida","POLK","LAKELAND HILLS CENTER","NH","6/13/2020","28","23","8"
"Florida","POLK","OAKBRIDGE HEALTHCARE CENTER","NH","6/13/2020","56","0","0"
"Florida","POLK","PALM GARDEN OF WINTER HAVEN","NH","6/13/2020","2","6","1"
"Florida","POLK","SPRING LAKE REHABILITATION CENTER","NH","6/13/2020","0","0","1"
"Florida","POLK","THE MANOR AT LAKE MORTON, LLC","ALF","6/13/2020","0","4","0"
"Florida","PUTNAM","SOLARIS HEALTHCARE PALATKA","NH","6/13/2020","0","2","2"
"Florida","PUTNAM","VINTAGE CARE SENIOR HOUSING","ALF","6/13/2020","0","0","1"
"Florida","SANTA ROSA","NAVARRE GARDENS ASSISTED LIVING FACILITY","ALF","6/13/2020","1","0","0"
"Florida","SANTA ROSA","THE BEACON AT GULF BREEZE","ALF","6/13/2020","0","0","1"
"Florida","SANTA ROSA","THE WATERMARK OF GULF BREEZE","ALF","6/13/2020","0","0","2"
"Florida","SANTA ROSA","VICTORIAN MANOR RETIREMENT CENTER INC","ALF","6/12/2020","1","1","0"
"Florida","SARASOTA","ANGELS SENIOR LIVING AT SARASOTA","ALF","6/13/2020","0","9","2"
"Florida","SARASOTA","BROOKDALE DEER CREEK SARASOTA","ALF","6/13/2020","0","8","0"
"Florida","SARASOTA","BROOKDALE PALMER RANCH","ALF","6/13/2020","0","0","3"
"Florida","SARASOTA","CONSULATE HEALTH CARE OF SARASOTA","NH","6/13/2020","0","1","0"
"Florida","SARASOTA","DESOTO PALMS LLC","ALF","6/13/2020","0","0","1"
"Florida","SARASOTA","ELMCROFT OF BELLA VITA","ALF","6/13/2020","2","2","3"
"Florida","SARASOTA","HARBORCHASE OF SARASOTA","ALF","6/12/2020","2","0","1"
"Florida","SARASOTA","HARBORCHASE OF VENICE","ALF","6/13/2020","0","1","0"
"Florida","SARASOTA","HEARTLAND HEALTH CARE & REHABILITATION CENTER","NH","6/13/2020","0","0","3"
"Florida","SARASOTA","LIANA OF VENICE","ALF","6/13/2020","1","0","1"
"Florida","SARASOTA","MAGNOLIA HEALTH AND REHABILITATION CENTER","NH","6/13/2020","0","1","0"
"Florida","SARASOTA","MANGO PLACE","ALF","6/13/2020","0","0","1"
"Florida","SARASOTA","MANORCARE HEALTH SERVICES SARASOTA","NH","6/12/2020","0","0","1"
"Florida","SARASOTA","NORTH PORT REHABILITATION AND NURSING CENTER","NH","6/13/2020","0","0","1"
"Florida","SARASOTA","PINES OF SARASOTA","NH","6/13/2020","1","1","0"
"Florida","SARASOTA","POET'S WALK SARASOTA","ALF","6/13/2020","0","0","1"
"Florida","SARASOTA","SARASOTA POINT REHABILITATION CENTER","NH","6/13/2020","0","13","0"
"Florida","SARASOTA","SPRINGS AT LAKE POINTE WOODS","NH","6/13/2020","0","6","2"
"Florida","SARASOTA","SUNNYSIDE NURSING HOME","NH","6/12/2020","0","1","0"
"Florida","SARASOTA","TARPON POINT NURSING AND REHABILITATION CENTER","NH","6/12/2020","6","1","6"
"Florida","SARASOTA","THE FOUNTAINS AT LAKE POINTE WOODS","ALF","6/13/2020","0","0","1"
"Florida","SARASOTA","THE FOUNTAINS OF HOPE","ALF","6/12/2020","1","7","1"
"Florida","SARASOTA","THE SPRINGS AT SOUTH BISCAYNE","ALF","6/9/2020","0","1","0"
"Florida","SEMINOLE","BROOKDALE LAKE MARY","ALF","6/12/2020","0","0","1"
"Florida","SEMINOLE","BROOKDALE LAKE ORIENTA","ALF","6/13/2020","0","1","0"
"Florida","SEMINOLE","CONSULATE HEALTH CARE AT WEST ALTAMONTE","NH","6/13/2020","2","0","0"
"Florida","SEMINOLE","EASTBROOKE GARDENS","ALF","6/12/2020","1","1","1"
"Florida","SEMINOLE","ENTRUSTED CARE LLC","ALF","6/13/2020","0","0","1"
"Florida","SEMINOLE","GRACIOUS AGE","ALF","6/13/2020","0","0","2"
"Florida","SEMINOLE","HSRE-ASL CASSELBERRY TRS LLC","ALF","6/12/2020","3","0","3"
"Florida","SEMINOLE","MADISON AT OVIEDO","ALF","6/12/2020","1","0","1"
"Florida","SEMINOLE","STRIVE AT FERN PARK","ALF","6/13/2020","0","0","1"
"Florida","SEMINOLE","TUSKAWILLA NURSING AND REHAB CENTER","NH","6/13/2020","0","1","0"
"Florida","ST. JOHNS","PONCE THERAPY CARE CENTER, THE","NH","6/12/2020","2","0","2"
"Florida","ST. JOHNS","SILVER CREEK ST AUGUSTINE LLC","ALF","6/13/2020","0","0","1"
"Florida","ST. JOHNS","ST AUGUSTINE HEALTH AND REHABILITATION CENTER","NH","6/12/2020","0","0","1"
"Florida","ST. LUCIE","AURORA OF THE TREASURE COAST","ALF","6/13/2020","0","0","1"
"Florida","ST. LUCIE","EMERALD HEALTH CARE CENTER","NH","6/13/2020","1","6","2"
"Florida","ST. LUCIE","LIFE CARE CENTER OF PORT ST. LUCIE","NH","6/13/2020","27","2","6"
"Florida","ST. LUCIE","PALM GARDEN OF PORT ST. LUCIE","NH","6/13/2020","0","2","1"
"Florida","ST. LUCIE","PORT ST. LUCIE REHABILITATION AND HEALTHCARE","NH","6/13/2020","0","0","1"
"Florida","ST. LUCIE","SANDGATE GARDENS REHAB AND NURSING CENTER","NH","6/13/2020","0","0","1"
"Florida","ST. LUCIE","THE BROADMOOR ALF","ALF","6/13/2020","0","11","6"
"Florida","ST. LUCIE","VITALITY RESORT ALF LLC","ALF","6/13/2020","0","0","1"
"Florida","ST. LUCIE","VITALITY STAR RESORT ALF LLC","ALF","6/13/2020","3","0","2"
"Florida","ST. LUCIE","WATERCREST OF ST LUCIE WEST ASSISTED LIVING AND MEMORY CARE","ALF","6/13/2020","2","2","1"
"Florida","SUMTER","BUFFALO CROSSING HEALTHCARE AND REHABILITATION CENTER","NH","6/13/2020","0","1","7"
"Florida","SUMTER","SUMTER PLACE IN THE VILLAGES","ALF","6/13/2020","0","0","1"
"Florida","SUWANNEE","SUWANNEE HEALTH AND REHABILITATION CENTER","NH","6/12/2020","8","33","1"
"Florida","VOLUSIA","ALLIANCE HEALTH AND REHABILITATION CENTER","NH","6/13/2020","0","0","1"
"Florida","VOLUSIA","AVANTE AT ORMOND BEACH, INC","NH","6/13/2020","0","0","3"
"Florida","VOLUSIA","BISHOP'S GLEN RETIREMENT CENTER","ALF","6/13/2020","8","0","8"
"Florida","VOLUSIA","BROOKDALE ORMOND BEACH WEST","ALF","6/13/2020","0","1","4"
"Florida","VOLUSIA","CERTUS OC OPCO, LLC","ALF","6/13/2020","0","0","1"
"Florida","VOLUSIA","COQUINA CENTER","NH","6/13/2020","0","41","14"
"Florida","VOLUSIA","DEBARY HEALTH AND REHABILITATION CENTER","NH","6/13/2020","0","0","3"
"Florida","VOLUSIA","DELTONA HEALTH CARE","NH","6/13/2020","0","2","0"
"Florida","VOLUSIA","EMORY L BENNETT MEMORIAL VETERANS NURSING HOME","NH","6/13/2020","0","0","2"
"Florida","VOLUSIA","INDIGO MANOR","NH","6/13/2020","0","1","3"
"Florida","VOLUSIA","MAGNOLIA MANOR AT DAYTONA BEACH, LLC","ALF","6/12/2020","0","0","1"
"Florida","VOLUSIA","ORANGE CITY NURSING AND REHAB CENTER","NH","6/13/2020","2","0","1"
"Florida","VOLUSIA","ORMOND IN THE PINES","ALF","6/13/2020","0","0","1"
"Florida","VOLUSIA","WOODLAND TOWERS","ALF","6/13/2020","1","0","1"
"Florida","WALTON","CHAUTAUQUA REHABILITATION AND NURSING CENTER","NH","6/13/2020","30","0","30"
"Florida","WASHINGTON","WASHINGTON REHABILITATION AND NURSING CENTER","NH","6/12/2020","43","1","20"
