"X","County","State","Facility","Provider Type","Update","Positive Residents","Positive Residents Transferred","Positive Staff"
NA,"Lake","Florida","SOUTH CAMPUS CARE CENTER","NH","9/8/2020",20,0,0
NA,"Lake","Florida","SPRINGS OF LADY LAKE","ALF","9/8/2020",0,0,2
NA,"Lake","Florida","THE COVE AT TAVARES VILLAGE","ALF","9/8/2020",0,3,0
NA,"Lee","Florida","AMAVIDA SENIOR LIVING","ALF","9/8/2020",0,0,1
NA,"Lee","Florida","ARDEN COURTS OF FT MYERS","ALF","9/4/2020",0,3,0
NA,"Lee","Florida","AMERICAN HOUSE BONITA SPRINGS","ALF","9/8/2020",2,4,4
NA,"Lee","Florida","AMERICAN HOUSE COCONUT POINT","ALF","9/4/2020",0,3,0
NA,"Lee","Florida","ARBOR AT SHELL POINT (THE)","ALF","9/8/2020",0,2,0
NA,"Lee","Florida","BROOKDALE BONITA SPRINGS","ALF","9/5/2020",0,1,0
NA,"Lee","Florida","ATRIUM AT LIBERTY PARK","ALF","9/8/2020",0,2,0
NA,"Lee","Florida","BARKLEY PLACE","ALF","9/8/2020",0,1,0
NA,"Lee","Florida","BARRINGTON TERRACE - FT MYERS","ALF","9/8/2020",0,2,0
NA,"Lee","Florida","BROOKDALE SANTA BARBARA","ALF","9/7/2020",0,18,3
NA,"Lee","Florida","CALUSA HARBOUR","ALF","9/8/2020",1,0,0
NA,"Lee","Florida","CONSULATE HEALTH CARE OF NORTH FORT MYERS","NH","9/8/2020",1,1,0
NA,"Lee","Florida","CORAL TRACE HEALTH CARE","NH","9/8/2020",0,7,0
NA,"Lee","Florida","CYPRESS COVE AT HEALTHPARK FLORIDA","ALF","9/8/2020",0,0,1
NA,"Lee","Florida","CYPRESS POINT","ALF","9/8/2020",1,3,2
NA,"Lee","Florida","DISCOVERY VILLAGE AT THE FORUM","ALF","9/8/2020",0,1,9
NA,"Lee","Florida","EVANS HEALTH CARE","NH","9/8/2020",0,14,0
NA,"Lee","Florida","FORT MYERS REHABILITATION AND NURSING CENTER","NH","9/8/2020",8,0,1
NA,"Lee","Florida","FUTURE HOME CARE OF AMERICA LLC","ALF","9/8/2020",0,0,1
NA,"Lee","Florida","BROOKDALE FORT MYERS CYPRESS LAKE","ALF","9/8/2020",0,2,1
NA,"Lee","Florida","BROOKDALE FORT MYERS LAKES PARK","ALF","9/8/2020",0,0,3
NA,"Lee","Florida","BROOKDALE FORT MYERS THE COLONY","ALF","9/8/2020",0,10,0
NA,"Lee","Florida","HERITAGE PARK REHABILITATION AND HEALTHCARE","NH","9/7/2020",0,13,28
NA,"Lee","Florida","KING'S CROWN-SHELL POINT VILLAGE","ALF","9/8/2020",0,1,0
NA,"Lee","Florida","LEHIGH ACRES HEALTH AND REHABILITATION CENTER","NH","9/8/2020",0,13,25
NA,"Lee","Florida","LIFE CARE CENTER OF ESTERO","NH","9/8/2020",0,0,2
NA,"Lee","Florida","LODGE AT CYPRESS COVE, THE","NH","9/8/2020",0,1,2
NA,"Lee","Florida","PACIFICA SENIOR LIVING FORT MYERS","ALF","8/20/2020",0,8,0
NA,"Lee","Florida","PAGE REHABILITATION AND HEALTHCARE CENTER","NH","9/8/2020",8,68,0
NA,"Lee","Florida","PALMS OF FORT MYERS","ALF","9/7/2020",0,1,2
NA,"Lee","Florida","REHAB & HEALTHCARE CENTER OF CAPE CORAL","NH","9/8/2020",6,32,38
NA,"Lee","Florida","SANDY PARK DEVELOPMENT CENTER","ICF","9/8/2020",0,0,1
NA,"Lee","Florida","GLADWELL FORT MYERS","ALF","9/8/2020",0,2,0
NA,"Lee","Florida","GULF COAST VILLAGE","NH","9/8/2020",0,0,2
NA,"Lee","Florida","HEARTLAND HEALTH CARE CENTER-FT MYERS","NH","9/8/2020",0,10,0
NA,"Lee","Florida","THE OPAL AT CAPE CORAL","ALF","9/8/2020",0,0,1
NA,"Lee","Florida","THE PRESERVE","ALF","9/8/2020",0,0,1
NA,"Lee","Florida","THE PRESERVE","NH","9/8/2020",0,0,1
NA,"Lee","Florida","THRIVE AT BEACHWALK","ALF","9/7/2020",0,2,1
NA,"Lee","Florida","VILLA COURT LLC","ALF","9/8/2020",0,5,0
NA,"Lee","Florida","WINDSOR AT CAPE CORAL (THE)","ALF","9/8/2020",0,4,1
NA,"Lee","Florida","WINKLER COURT","NH","9/8/2020",16,19,9
NA,"Lee","Florida","WOODLANDS (THE)","ALF","9/8/2020",0,12,0
NA,"Lee","Florida","SHELL POINT NURSING PAVILION","NH","9/8/2020",0,0,1
NA,"Lee","Florida","SIGNATURE HEALTHCARE AT COLLEGE PARK","NH","9/8/2020",22,22,6
NA,"Lee","Florida","SPRINGWOOD COURT","ALF","9/8/2020",3,5,1
NA,"Leon","Florida","ALLEGRO","ALF","9/8/2020",0,2,2
NA,"Leon","Florida","HERITAGE HEALTHCARE CENTER AT TALLAHASSEE","NH","9/8/2020",16,5,33
NA,"Leon","Florida","BROOKDALE CENTRE POINTE BOULEVARD","ALF","9/8/2020",0,4,0
NA,"Leon","Florida","CANTERFIELD OF TALLAHASSEE, LLC","ALF","9/8/2020",0,0,2
NA,"Leon","Florida","CONSULATE HEALTH CARE OF TALLAHASSEE","NH","9/8/2020",14,2,1
NA,"Leon","Florida","ST AUGUSTINE PLANTATION","ALF","9/8/2020",12,0,2
NA,"Leon","Florida","SUNRISE COMMUNITY, INC.","ICF","9/8/2020",0,0,2
NA,"Leon","Florida","SUNRISE COMMUNITY, INC.","ICF","9/8/2020",3,0,10
NA,"Leon","Florida","SUNRISE COMMUNITY, INC.","ICF","9/8/2020",0,0,1
NA,"Leon","Florida","TALLAHASSEE DEVELOPMENTAL CENTER","ICF","9/8/2020",0,2,0
NA,"Leon","Florida","TAPESTRY SENIOR LIVING WALDEN","ALF","9/8/2020",1,0,9
NA,"Leon","Florida","THE GROVE AT CANOPY","ALF","9/8/2020",0,0,2
NA,"Leon","Florida","WESTMINSTER OAKS","NH","9/8/2020",0,5,2
NA,"Leon","Florida","WESTMINSTER OAKS","ALF","9/8/2020",0,0,1
NA,"Leon","Florida","WOODMONT A PACIFICA SENIOR LIVING COMMUNITY","ALF","9/8/2020",0,0,4
NA,"Leon","Florida","MIRACLE HILL NURSING AND REHABILITATION CENTER, INC","NH","9/6/2020",23,9,13
NA,"Leon","Florida","PRUITTHEALTH - SOUTHWOOD","NH","9/8/2020",25,0,6
NA,"Leon","Florida","SEVEN HILLS HEALTH & REHABILITATION CENTER","NH","9/8/2020",15,4,7
NA,"Leon","Florida","YOURLIFE OF TALLAHASSEE","ALF","9/8/2020",0,3,0
NA,"Levy","Florida","WILLISTON CARE CENTER","NH","9/8/2020",0,3,12
NA,"Madison","Florida","CROSSWINDS HEALTH AND REHABILITATION CENTER","NH","9/8/2020",0,4,8
NA,"Madison","Florida","LAKE PARK OF MADISON NURSING AND REHABILITATION CENTER","NH","9/8/2020",2,12,8
NA,"Madison","Florida","CARE WELL LLC","ALF","9/8/2020",0,0,2
NA,"Madison","Florida","MADISON HEALTH AND REHABILITATION CENTER","NH","9/8/2020",1,0,1
NA,"Manatee","Florida","BRADENTON HEALTH CARE","NH","9/8/2020",0,15,1
NA,"Manatee","Florida","BAY VUE NURSING AND REHABILITATION CENTER","NH","9/8/2020",0,0,1
NA,"Manatee","Florida","BRADEN RIVER REHABILITATION CENTER LLC","NH","9/8/2020",0,13,0
NA,"Manatee","Florida","ELAN MANATEE","ALF","9/8/2020",0,6,5
NA,"Manatee","Florida","BROOKDALE BRADENTON GARDENS","ALF","9/8/2020",0,5,0
NA,"Manatee","Florida","BROOKDALE PALMA SOLA","ALF","9/6/2020",0,1,0
NA,"Manatee","Florida","CASA MORA REHABILITATION AND EXTENDED CARE","NH","9/8/2020",5,0,8
NA,"Manatee","Florida","INN AT FREEDOM VILLAGE, THE","NH","9/8/2020",4,10,2
NA,"Manatee","Florida","INSPIRED LIVING AT LAKEWOOD RANCH","ALF","9/8/2020",0,2,0
NA,"Manatee","Florida","LANGDON HALL OF BRADENTON","ALF","9/8/2020",0,2,1
NA,"Manatee","Florida","LILY'S PROMISE LLC","ALF","9/8/2020",0,0,1
NA,"Manatee","Florida","MANATEE SPRINGS REHABILITATION AND NURSING CENTER","NH","9/8/2020",8,22,2
NA,"Manatee","Florida","NATIONAL CHURCH RESIDENCES OF BRADENTON FL INC","ALF","9/8/2020",0,4,0
NA,"Manatee","Florida","RIVIERA PALMS REHABILITATION CENTER","NH","9/8/2020",0,15,0
NA,"Manatee","Florida","SUMMERFIELD RETIREMENT","ALF","9/8/2020",0,4,0
NA,"Manatee","Florida","THE SHERIDAN AT LAKEWOOD RANCH","ALF","9/8/2020",0,0,2
NA,"Manatee","Florida","VILLAS OF HOLLY BROOK - BRADENTON COVE","ALF","9/8/2020",0,1,6
NA,"Manatee","Florida","WATER'S EDGE OF BRADENTON, LLC","ALF","9/8/2020",0,1,0
NA,"Manatee","Florida","WESTMINSTER POINT PLEASANT","NH","9/8/2020",0,0,1
NA,"Manatee","Florida","WINDSOR OF LAKEWOOD RANCH (THE)","ALF","9/8/2020",0,0,2
NA,"Manatee","Florida","WINDSOR REFLECTIONS AT LAKEWOOD RANCH","ALF","9/8/2020",0,1,0
NA,"Manatee","Florida","INN AT FREEDOM VILLAGE (THE)","ALF","9/8/2020",0,14,1
NA,"Manatee","Florida","GREENBRIAR REHABILITATION AND NURSING CENTER","NH","9/8/2020",0,0,7
NA,"Manatee","Florida","HERITAGE PARK CARE AND REHABILITATION CENTER","NH","9/8/2020",0,8,0
NA,"Marion","Florida","BRENTWOOD AT FORE RANCH","ALF","9/8/2020",0,1,1
NA,"Marion","Florida","AVANTE AT OCALA, INC","NH","9/8/2020",23,30,4
NA,"Marion","Florida","BROOKDALE CHAMBREL PINECASTLE","ALF","9/8/2020",0,0,1
NA,"Marion","Florida","BRIDGE AT LIFE CARE CENTER OF OCALA (THE)","ALF","9/7/2020",0,3,5
NA,"Marion","Florida","BROOKDALE CANOPY OAKS","ALF","9/8/2020",0,0,1
NA,"Marion","Florida","BROOKDALE CHAMBREL PINECASTLE","ALF","9/8/2020",0,5,5
NA,"Marion","Florida","Chatham Glen Healthcare and Rehabilitation Center","NH","9/8/2020",2,0,0
NA,"Marion","Florida","BROOKDALE PADDOCK HILLS","ALF","9/8/2020",0,0,2
NA,"Marion","Florida","CAMELOT CHATEAU","ALF","9/8/2020",0,16,18
NA,"Marion","Florida","CANTERFIELD OF OCALA LLC","ALF","9/8/2020",0,2,0
NA,"Marion","Florida","HAWTHORNE HEALTH AND REHAB OF OCALA","NH","9/8/2020",20,3,4
NA,"Marion","Florida","LIFE CARE CENTER OF OCALA","NH","9/8/2020",7,0,5
NA,"Marion","Florida","MARION OAKS ASSISTED LIVING","ALF","9/8/2020",0,0,1
NA,"Marion","Florida","OAKHURST CENTER","NH","9/8/2020",0,7,11
NA,"Marion","Florida","OCALA HEALTH AND REHABILITATION CENTER","NH","9/8/2020",0,0,3
NA,"Marion","Florida","OCALA OAKS REHABILITATION CENTER","NH","9/8/2020",0,4,0
NA,"Marion","Florida","PACIFICA SENIOR LIVING OCALA","ALF","9/8/2020",0,0,1
NA,"Marion","Florida","PADDOCK RIDGE","ALF","9/7/2020",0,0,3
NA,"Marion","Florida","THE HARMONY HOUSE OF OCALA","ALF","9/8/2020",0,6,0
NA,"Marion","Florida","THE LODGE HEALTH AND REHABILITATION CENTER","NH","9/8/2020",0,3,0
NA,"Marion","Florida","CLUB HEALTH AND REHABILITATION CENTER AT THE VILLAGES (THE)","NH","9/8/2020",0,1,0
NA,"Marion","Florida","HAMPTON ALF AT 24TH ROAD LLC","ALF","9/8/2020",21,16,17
NA,"Marion","Florida","HAMPTON ALF AT BELLEVIEW LLC","ALF","9/8/2020",0,2,0
NA,"Marion","Florida","TIMBERRIDGE NURSING & REHABILITATION CENTER","NH","9/8/2020",19,1,7
NA,"Martin","Florida","BROOKDALE STUART","ALF","9/8/2020",0,2,0
NA,"Martin","Florida","DISCOVERY VILLAGE AT STUART","ALF","9/8/2020",0,0,1
NA,"Martin","Florida","FLORIDA MENTOR","ICF","9/8/2020",0,0,1
NA,"Martin","Florida","GRAND OAKS OF PALM CITY LLC","ALF","9/8/2020",0,3,0
NA,"Martin","Florida","MARTIN NURSING AND REHABILITATION","NH","9/8/2020",0,6,0
NA,"Martin","Florida","PALM CITY NURSING AND REHAB CENTER","NH","9/8/2020",0,18,0
NA,"Martin","Florida","GRAND OAKS OF JENSEN BEACH","ALF","9/8/2020",0,1,0
NA,"Martin","Florida","SOLARIS HEALTHCARE PARKWAY","NH","9/8/2020",1,0,4
NA,"Martin","Florida","SOLARIS SENIOR LIVING STUART","ALF","9/8/2020",0,1,0
NA,"Martin","Florida","STUART LODGE","ALF","9/8/2020",0,3,0
NA,"Martin","Florida","SALERNO BAY HEALTH AND REHABILITATION CENTER","NH","9/8/2020",0,5,0
NA,"Martin","Florida","SYMPHONY AT STUART","ALF","9/8/2020",0,0,7
NA,"Martin","Florida","TERRACE AT HOBE SOUND, THE","NH","9/8/2020",19,55,1
NA,"Martin","Florida","WATER'S EDGE HEALTH AND REHABILITATION","NH","9/8/2020",1,0,0
NA,"Martin","Florida","YOURLIFE OF STUART","ALF","9/2/2020",0,9,1
NA,"Martin","Florida","STUART REHABILITATION AND HEALTHCARE","NH","9/8/2020",16,0,0
NA,"Martin","Florida","AMORE AT KANNER HIGHWAY, LLC","ALF","9/6/2020",0,0,1
NA,"Martin","Florida","BROOKDALE JENSEN BEACH","ALF","9/8/2020",0,2,1
NA,"Monroe","Florida","BAYSHORE MANOR","ALF","9/8/2020",3,1,0
NA,"Monroe","Florida","CRYSTAL HEALTH AND REHAB CENTER, LLC","NH","9/8/2020",0,2,0
NA,"Nassau","Florida","LIFE CARE CENTER OF HILLIARD","NH","9/8/2020",27,13,42
NA,"Nassau","Florida","FERNANDINA BEACH REHABILITATION AND NURSING CENTER","NH","9/8/2020",34,9,9
NA,"Nassau","Florida","HENDRICKS","ICF","9/8/2020",0,0,8
NA,"Nassau","Florida","THE LAKESIDE AT AMELIA ISLAND","ALF","9/8/2020",0,0,2
NA,"Nassau","Florida","OSPREY VILLAGE AT AMELIA ISLAND, LTD","ALF","9/8/2020",0,0,1
NA,"Nassau","Florida","MINER NORTH","ICF","9/8/2020",0,0,11
NA,"Nassau","Florida","MINER SOUTH","ICF","9/8/2020",0,0,1
NA,"Okaloosa","Florida","CRESTVIEW REHABILITATION CENTER, LLC","NH","9/8/2020",0,1,3
NA,"Okaloosa","Florida","FORT WALTON REHABILITATION CENTER, LLC","NH","9/8/2020",0,0,1
NA,"Okaloosa","Florida","SHOAL CREEK REHABILITATION CENTER","NH","9/8/2020",0,3,0
NA,"Okaloosa","Florida","SILVERCREST HEALTH AND REHABILITATION CENTER","NH","9/6/2020",0,2,0
NA,"Okaloosa","Florida","HAWTHORN HOUSE","ALF","9/8/2020",0,0,1
NA,"Okaloosa","Florida","MANOR AT BLUE WATER BAY, THE","NH","9/8/2020",4,6,1
NA,"Okaloosa","Florida","TWIN CITIES PAVILION","ALF","9/8/2020",0,7,1
NA,"Okaloosa","Florida","WESTWOOD NURSING AND REHABILITATION CENTER","NH","9/8/2020",19,2,9
NA,"Okaloosa","Florida","SUPERIOR RESIDENCES OF NICEVILLE","ALF","9/8/2020",0,8,0
NA,"Okaloosa","Florida","THE MERIDIAN AT WESTWOOD","ALF","9/8/2020",0,3,1
NA,"Okaloosa","Florida","BROOKDALE FORT WALTON BEACH","ALF","9/8/2020",0,0,2
NA,"Okeechobee","Florida","OKEECHOBEE HEALTH CARE FACILITY","NH","9/8/2020",10,5,0
NA,"Orange","Florida","ADVENTHEALTH CARE CENTER ORLANDO NORTH","NH","9/8/2020",0,0,5
NA,"Orange","Florida","AJR LOVING CARE ALF INC","ALF","9/8/2020",0,0,1
NA,"Orange","Florida","BRIDGE ASSISTED LIVING AT LIFE CARE CENTER OF ORLANDO (THE)","ALF","9/8/2020",0,0,1
NA,"Orange","Florida","BROOKDALE CONWAY","ALF","9/3/2020",0,1,0
NA,"Orange","Florida","COLONIAL LAKES HEALTH CARE","NH","9/8/2020",2,0,0
NA,"Orange","Florida","AVANTE AT ORLANDO INC.","NH","9/8/2020",43,1,3
NA,"Orange","Florida","COURTYARDS OF ORLANDO CARE CENTER","NH","9/8/2020",4,0,0
NA,"Orange","Florida","DELANEY PARK HEALTH AND REHABILITATION CENTER","NH","9/8/2020",0,5,0
NA,"Orange","Florida","GUARDIAN CARE NURSING & REHABILITATION CENTER","NH","9/8/2020",4,15,1
NA,"Orange","Florida","CONWAY LAKES HEALTH & REHABILITATION CENTER","NH","9/8/2020",22,15,0
NA,"Orange","Florida","ADVENTHEALTH CARE CENTER APOPKA NORTH","NH","9/8/2020",0,6,0
NA,"Orange","Florida","ADVENTHEALTH CARE CENTER ORLANDO EAST","NH","9/8/2020",2,0,3
NA,"Orange","Florida","LIFE CARE CENTER OF ORLANDO","NH","9/8/2020",0,0,1
NA,"Orange","Florida","LIFE CONCEPTS, INC.","ICF","9/8/2020",1,0,18
NA,"Orange","Florida","MADISON AT OCOEE","ALF","8/20/2020",1,0,1
NA,"Orange","Florida","METRO WEST NURSING AND REHAB CENTER","NH","9/8/2020",0,0,1
NA,"Orange","Florida","OCOEE HEALTH CARE CENTER","NH","9/8/2020",0,12,0
NA,"Orange","Florida","ORLANDO HEALTH AND REHABILITATION CENTER","NH","9/8/2020",6,38,6
NA,"Orange","Florida","ORLANDO LUTHERAN TOWERS","ALF","9/8/2020",0,0,1
NA,"Orange","Florida","PALM GARDEN OF ORLANDO","NH","9/8/2020",0,2,0
NA,"Orange","Florida","PARKVIEW REHABILITATION CENTER AT WINTER PARK","NH","9/8/2020",0,2,1
NA,"Orange","Florida","REHABILITATION CENTER OF WINTER PARK, THE","NH","9/8/2020",0,0,1
NA,"Orange","Florida","HEALTH CENTRAL PARK","NH","9/8/2020",0,0,1
NA,"Orange","Florida","HUNTERS CREEK NURSING AND REHAB CENTER","NH","9/8/2020",0,0,2
NA,"Orange","Florida","LAKE VIEW COURT","ICF","9/7/2020",2,0,23
NA,"Orange","Florida","SAVANNAH COVE","NH","9/8/2020",0,0,1
NA,"Orange","Florida","SAVANNAH GRAND OF MAITLAND","ALF","9/8/2020",0,2,0
NA,"Orange","Florida","SERENADES BY SONATA - WEST ORANGE","ALF","9/8/2020",0,0,1
NA,"Orange","Florida","SOMERBY LAKE NONA","ALF","9/8/2020",0,2,0
NA,"Orange","Florida","SONATA WEST","ALF","9/8/2020",0,1,1
NA,"Orange","Florida","TERRA VISTA REHAB AND HEALTH CENTER","NH","9/8/2020",19,7,0
NA,"Orange","Florida","WATERCREST WINTER PARK ASSISTED LIVING AND MEMORY CARE","ALF","9/4/2020",1,0,1
NA,"Orange","Florida","WELLSPRINGS RESIDENCE LLC","ALF","9/8/2020",0,0,2
NA,"Orange","Florida","WESTMINSTER WINTER  PARK","NH","9/8/2020",0,0,1
NA,"Orange","Florida","WESTMINSTER WINTER PARK","ALF","9/8/2020",0,0,1
NA,"Orange","Florida","WINTER PARK CARE & REHABILITATION CENTER","NH","9/8/2020",11,9,17
NA,"Orange","Florida","RIO PINAR HEALTH CARE","NH","9/8/2020",8,2,0
NA,"Orange","Florida","ROSEWOOD HEALTH AND REHABILITATION CENTER","NH","9/8/2020",12,6,1
NA,"Orange","Florida","SAN JEAN FACILITY CARE, INC","ALF","9/7/2020",6,2,1
NA,"Osceola","Florida","GOOD SAMARITAN SOCIETY-KISSIMMEE VILLAGE","NH","9/8/2020",0,5,2
NA,"Osceola","Florida","KEYSTONE REHABILITATION AND HEALTH CENTER","NH","9/8/2020",12,3,1
NA,"Osceola","Florida","MERRILL GARDENS AT SOLIVITA MARKETPLACE","ALF","9/8/2020",0,2,8
NA,"Osceola","Florida","OAKS OF KISSIMMEE HEALTH AND REHABILITATION CENTER","NH","9/8/2020",0,3,1
NA,"Osceola","Florida","PLANTATION BAY REHABILITATION CENTER","NH","9/8/2020",0,0,1
NA,"Osceola","Florida","ROSE'S TERRACE INC","ALF","9/8/2020",1,1,2
NA,"Osceola","Florida","SOLARIS HEALTHCARE OSCEOLA","NH","9/8/2020",6,0,0
NA,"Osceola","Florida","SONATA HUNTER'S CREEK","ALF","9/8/2020",0,0,2
NA,"Osceola","Florida","TERRACE OF KISSIMMEE, THE","NH","9/8/2020",18,0,8
NA,"Osceola","Florida","TERRACE OF ST CLOUD, THE","NH","9/8/2020",13,0,3
NA,"Osceola","Florida","AVANTE AT ST. CLOUD, INC.","NH","9/8/2020",9,0,0
NA,"Osceola","Florida","BISHOP GRADY VILLAS","ALF","9/8/2020",20,0,10
NA,"Osceola","Florida","CONSULATE HEALTH CARE OF KISSIMMEE","NH","9/8/2020",7,24,4
NA,"Palm Beach","Florida","ADDINGTON PLACE AT WELLINGTON GREEN","NH","9/8/2020",7,0,0
NA,"Palm Beach","Florida","ARBOR OAKS AT GREENACRES","ALF","9/8/2020",0,12,0
NA,"Palm Beach","Florida","ARDEN COURTS OF DELRAY BEACH","ALF","9/8/2020",0,0,16
NA,"Palm Beach","Florida","ATRIA AT VILLAGES OF WINDSOR","ALF","9/8/2020",0,0,1
NA,"Palm Beach","Florida","ATRIUM AT BOCA RATON, THE","ALF","9/8/2020",0,8,5
NA,"Palm Beach","Florida","AVANTE AT BOCA RATON, INC.","NH","9/8/2020",24,24,2
NA,"Palm Beach","Florida","AVANTE AT LAKE WORTH, INC.","NH","9/8/2020",0,1,1
NA,"Palm Beach","Florida","BANYAN PLACE","ALF","9/8/2020",0,1,0
NA,"Palm Beach","Florida","BANYAN PLACE-LANTANA","ALF","9/8/2020",0,1,1
NA,"Palm Beach","Florida","BARRINGTON TERRACE AT BOYNTON BEACH","ALF","9/8/2020",0,0,1
NA,"Palm Beach","Florida","ABACO HOUSE ALF","ALF","9/8/2020",3,0,0
NA,"Palm Beach","Florida","ABBEY DELRAY","NH","9/8/2020",1,0,3
NA,"Palm Beach","Florida","ABBEY DELRAY SOUTH","NH","8/11/2020",0,0,14
NA,"Palm Beach","Florida","BRIGHTON GARDENS OF BOCA RATON","ALF","9/3/2020",0,6,22
NA,"Palm Beach","Florida","BROOKDALE PALM BEACH GARDENS","ALF","8/18/2020",0,1,3
NA,"Palm Beach","Florida","BROOKDALE WEST BOYNTON BEACH","ALF","9/8/2020",0,2,3
NA,"Palm Beach","Florida","BROOKDALE WEST PALM BEACH","ALF","9/8/2020",0,1,0
NA,"Palm Beach","Florida","CARLISLE PALM BEACH, THE","ALF","9/8/2020",0,1,2
NA,"Palm Beach","Florida","CASTLEWOOD ALF INC","ALF","9/8/2020",3,2,4
NA,"Palm Beach","Florida","CHATSWORTH AT PGA NATIONAL, LLC","NH","9/8/2020",8,1,3
NA,"Palm Beach","Florida","CHERRY OAK PALM BEACH COUNTY","ALF","9/7/2020",0,2,2
NA,"Palm Beach","Florida","COLONIAL ASSISTED LIVING AT BOYNTON BEACH, FL","ALF","9/8/2020",0,1,0
NA,"Palm Beach","Florida","CONSULATE HEALTH CARE OF WEST PALM BEACH","NH","9/8/2020",55,20,0
NA,"Palm Beach","Florida","CORAL BAY HEALTHCARE AND REHABILITATION","NH","9/8/2020",0,7,0
NA,"Palm Beach","Florida","COURTYARD GARDENS SENIOR LIVING","ALF","9/8/2020",0,1,1
NA,"Palm Beach","Florida","CREST MANOR ASSISTED LIVING FACILITY","ALF","9/6/2020",0,2,0
NA,"Palm Beach","Florida","CRESTHAVEN","ALF","9/8/2020",0,7,1
NA,"Palm Beach","Florida","DARCY HALL OF LIFE CARE","NH","9/8/2020",3,0,0
NA,"Palm Beach","Florida","DISCOVERY VILLAGE AT BOYNTON BEACH AL","ALF","9/8/2020",0,0,15
NA,"Palm Beach","Florida","DISCOVERY VILLAGE AT PALM BEACH GARDENS","ALF","9/8/2020",1,3,0
NA,"Palm Beach","Florida","ENCORE AT BOCA RATON REHABILITATION AND NURSING CENTER, LLC, THE","NH","9/8/2020",20,1,2
NA,"Palm Beach","Florida","FINNISH-AMERICAN VILLAGE","ALF","9/8/2020",0,7,1
NA,"Palm Beach","Florida","FIVE STAR PREMIER RESIDENCES OF BOCA RATON","ALF","9/6/2020",0,3,0
NA,"Palm Beach","Florida","FLORIDA MENTOR","ICF","9/8/2020",0,0,3
NA,"Palm Beach","Florida","GARDENS COURT, THE","NH","9/8/2020",4,5,7
NA,"Palm Beach","Florida","GLADES HEALTH CARE CENTER","NH","9/8/2020",9,3,1
NA,"Palm Beach","Florida","GLORIA ASSISTED LIVING FACILITY LLC","ALF","9/8/2020",0,1,4
NA,"Palm Beach","Florida","GOLDEN RETREAT ALF","ALF","9/8/2020",0,1,1
NA,"Palm Beach","Florida","GOLDEN YEARS ALF","ALF","9/8/2020",0,1,0
NA,"Palm Beach","Florida","GRAND VILLA OF BOYNTON BEACH","ALF","9/8/2020",0,0,2
NA,"Palm Beach","Florida","GRAND VILLA OF DELRAY EAST","ALF","9/8/2020",0,1,0
NA,"Palm Beach","Florida","GRAND VILLA OF DELRAY WEST","ALF","9/8/2020",0,3,1
NA,"Palm Beach","Florida","HAMLIN PLACE OF BOYNTON BEACH","NH","9/8/2020",0,0,1
NA,"Palm Beach","Florida","HARBORCHASE OF PALM BEACH GARDENS","ALF","9/8/2020",0,0,1
NA,"Palm Beach","Florida","HARBORCHASE OF WELLINGTON CROSSING","ALF","9/8/2020",1,11,5
NA,"Palm Beach","Florida","HARBOUR'S EDGE","NH","9/8/2020",0,0,2
NA,"Palm Beach","Florida","HEALTH CENTER AT SINAI RESIDENCES","ALF","9/8/2020",0,6,0
NA,"Palm Beach","Florida","HEALTH CENTER AT SINAI RESIDENCES","NH","9/8/2020",0,3,1
NA,"Palm Beach","Florida","HEARTLAND HEALTH CARE AND REHABILITATION CENTER OF BOCA RATON","NH","9/8/2020",0,6,0
NA,"Palm Beach","Florida","HEARTLAND HEALTH CARE CENTER - BOYNTON BEACH","NH","9/8/2020",0,0,11
NA,"Palm Beach","Florida","BOCA RATON REHABILITATION CENTER","NH","9/8/2020",0,33,3
NA,"Palm Beach","Florida","BOULEVARD REHABILITATION CENTER","NH","9/8/2020",0,5,0
NA,"Palm Beach","Florida","BOYNTON BEACH REHABILITATION CENTER","NH","9/8/2020",0,1,1
NA,"Palm Beach","Florida","JOSEPH L. MORSE HEALTH CENTER, INC., THE","NH","9/8/2020",2,0,0
NA,"Palm Beach","Florida","JUPITER REHABILITATION AND HEALTHCARE CENTER","NH","9/8/2020",12,11,0
NA,"Palm Beach","Florida","LAKE PARK ALF","ALF","9/8/2020",0,0,1
NA,"Palm Beach","Florida","LAKE VIEW CARE CENTER AT DELRAY","NH","9/8/2020",5,14,1
NA,"Palm Beach","Florida","LAKESIDE HEALTH CENTER","NH","9/6/2020",0,39,26
NA,"Palm Beach","Florida","LOURDES-NOREEN MCKEEN RESIDENCE FOR GERIATRIC CARE, INC.","NH","9/8/2020",0,0,1
NA,"Palm Beach","Florida","MANGROVE BAY","ALF","9/8/2020",0,0,6
NA,"Palm Beach","Florida","MANORCARE HEALTH SERVICES","NH","9/8/2020",0,15,5
NA,"Palm Beach","Florida","MANORCARE HEALTH SERVICES","NH","9/8/2020",0,3,2
NA,"Palm Beach","Florida","MANORCARE HEALTH SERVICES - BOYNTON BEACH","NH","9/8/2020",0,0,4
NA,"Palm Beach","Florida","MANORCARE HEALTH SERVICES WEST PALM BEACH","NH","9/8/2020",1,9,2
NA,"Palm Beach","Florida","MEDICANA NURSING AND REHAB CENTER","NH","9/8/2020",0,15,0
NA,"Palm Beach","Florida","MENORAH HOUSE","NH","9/8/2020",11,18,0
NA,"Palm Beach","Florida","NORTH LAKE CARE CENTER","NH","9/8/2020",0,11,0
